Model,Tool,CardP,CardT,CardA,PTime,TTime,ConstP,NBP,NBT,TotalTime,Time,Mem,Status
DBSingleClientW-PT-d0m04,itstools,553,150,600,10,6,444,6,47,156,72,00,OK
DBSingleClientW-PT-d0m05,itstools,553,150,600,10,6,444,6,47,168,71,00,OK
DBSingleClientW-PT-d0m06,itstools,553,150,600,10,6,444,6,47,170,73,00,OK
DBSingleClientW-PT-d0m07,itstools,553,150,600,10,6,444,6,47,185,75,00,OK
DBSingleClientW-PT-d0m08,itstools,553,150,600,11,7,444,6,47,169,72,00,OK
DBSingleClientW-PT-d0m09,itstools,553,150,600,11,7,444,6,47,176,79,00,OK
DBSingleClientW-PT-d0m10,itstools,553,150,600,12,6,444,6,47,179,78,00,OK
DBSingleClientW-PT-d1m04,itstools,1440,672,2688,31,22,1093,6,331,292,90,00,OK
DBSingleClientW-PT-d1m05,itstools,1440,672,2688,29,21,1093,6,331,285,91,00,OK
DBSingleClientW-PT-d1m06,itstools,1440,672,2688,25,21,1093,6,331,269,86,00,OK
DBSingleClientW-PT-d1m07,itstools,1440,672,2688,26,24,1093,6,331,290,87,00,OK
DBSingleClientW-PT-d1m08,itstools,1440,672,2688,21,16,1093,6,331,225,86,00,OK
DBSingleClientW-PT-d1m09,itstools,1440,672,2688,26,23,1093,6,331,276,87,00,OK
DBSingleClientW-PT-d1m10,itstools,1440,672,2688,30,19,1093,6,331,275,87,00,OK
DBSingleClientW-PT-d2m04,itstools,4763,2478,9912,105,46,3580,6,1301,464,1009,01,OK
DBSingleClientW-PT-d2m05,itstools,4763,2478,9912,110,54,3580,6,1301,481,1009,01,OK
DBSingleClientW-PT-d2m06,itstools,4763,2478,9912,144,57,3580,6,1301,525,1011,01,OK
DBSingleClientW-PT-d2m07,itstools,4763,2478,9912,154,45,3580,6,1301,487,1005,01,OK
DBSingleClientW-PT-d2m08,itstools,4763,2478,9912,131,44,3580,6,1301,535,1011,01,OK
DBSingleClientW-PT-d2m09,itstools,4763,2478,9912,157,73,3580,6,1301,607,1017,01,OK
DBSingleClientW-PT-d2m10,itstools,4763,2478,9912,97,52,3580,6,1301,449,1003,01,OK
Dekker-PT-010,itstools,50,120,820,6,4,0,30,20,142,70,00,OK
Dekker-PT-015,itstools,75,255,1830,6,6,0,45,30,181,79,00,OK
Dekker-PT-020,itstools,100,440,3240,9,6,0,60,40,217,82,00,OK
Dekker-PT-050,itstools,250,2600,20100,12,8,0,150,100,343,95,00,OK
Dekker-PT-100,itstools,500,10200,80200,20,8,0,300,200,660,1030,01,OK
Dekker-PT-200,itstools,1000,40400,320400,34,16,0,600,400,1259,1087,01,OK
DES-PT-00a,itstools,115,76,373,7,6,0,57,4,149,73,00,OK
DES-PT-00b,itstools,271,230,658,11,8,0,59,18,169,77,00,OK
DES-PT-01a,itstools,119,76,381,9,6,0,59,2,139,73,00,OK
DES-PT-01b,itstools,284,235,683,10,7,0,65,16,175,75,00,OK
DES-PT-02a,itstools,123,80,400,9,7,0,59,2,159,77,00,OK
DES-PT-02b,itstools,288,239,699,11,11,0,65,16,186,77,00,OK
DES-PT-05a,itstools,135,92,457,10,7,0,59,2,144,73,00,OK
DES-PT-05b,itstools,300,251,747,11,11,0,65,16,191,81,00,OK
DES-PT-10a,itstools,155,112,552,12,7,0,59,2,180,77,00,OK
DES-PT-10b,itstools,320,271,827,17,9,0,65,16,191,81,00,OK
DES-PT-20a,itstools,195,152,742,11,8,0,59,2,164,76,00,OK
DES-PT-20b,itstools,360,311,987,20,7,0,65,16,205,82,00,OK
DES-PT-30a,itstools,234,191,926,13,8,0,59,2,171,82,00,OK
DES-PT-30b,itstools,399,350,1143,23,10,0,65,16,234,83,00,OK
DES-PT-40a,itstools,274,231,1116,14,6,0,59,2,170,78,00,OK
DES-PT-40b,itstools,439,390,1303,19,13,0,65,16,218,85,00,OK
DES-PT-50a,itstools,314,271,1306,20,10,0,59,2,196,83,00,OK
DES-PT-50b,itstools,479,430,1463,20,14,0,65,16,219,83,00,OK
DES-PT-60a,itstools,354,311,1496,17,9,0,59,2,206,83,00,OK
DES-PT-60b,itstools,519,470,1623,22,14,0,65,16,229,83,00,OK
Diffusion2D-PT-D05N010,itstools,25,144,288,6,8,0,1,120,136,73,00,OK
Diffusion2D-PT-D05N050,itstools,25,144,288,6,8,0,1,120,151,79,00,OK
Diffusion2D-PT-D05N100,itstools,25,144,288,7,8,0,1,120,152,71,00,OK
Diffusion2D-PT-D05N150,itstools,25,144,288,6,8,0,1,120,149,75,00,OK
Diffusion2D-PT-D05N200,itstools,25,144,288,6,7,0,1,120,141,74,00,OK
Diffusion2D-PT-D05N250,itstools,25,144,288,7,7,0,1,120,160,77,00,OK
Diffusion2D-PT-D05N300,itstools,25,144,288,7,7,0,1,120,143,71,00,OK
Diffusion2D-PT-D05N350,itstools,25,144,288,7,6,0,1,120,141,72,00,OK
Diffusion2D-PT-D10N010,itstools,100,684,1368,12,20,0,1,585,215,85,00,OK
Diffusion2D-PT-D10N050,itstools,100,684,1368,11,16,0,1,585,191,77,00,OK
Diffusion2D-PT-D10N100,itstools,100,684,1368,16,17,0,1,585,232,88,00,OK
Diffusion2D-PT-D10N150,itstools,100,684,1368,11,15,0,1,585,201,78,00,OK
Diffusion2D-PT-D10N200,itstools,100,684,1368,14,23,0,1,585,233,83,00,OK
Diffusion2D-PT-D20N010,itstools,400,2964,5928,33,115,0,1,2565,435,1003,01,OK
Diffusion2D-PT-D20N050,itstools,400,2964,5928,37,120,0,1,2565,470,1007,01,OK
Diffusion2D-PT-D20N100,itstools,400,2964,5928,41,177,0,1,2565,533,1014,01,OK
Diffusion2D-PT-D20N150,itstools,400,2964,5928,44,158,0,1,2565,518,1013,01,OK
Diffusion2D-PT-D30N010,itstools,900,6844,13688,64,263,0,1,5945,736,1033,01,OK
Diffusion2D-PT-D30N050,itstools,900,6844,13688,74,143,0,1,5945,701,1031,01,OK
Diffusion2D-PT-D30N100,itstools,900,6844,13688,93,286,0,1,5945,822,1046,01,OK
Diffusion2D-PT-D30N150,itstools,900,6844,13688,88,139,0,1,5945,678,1030,01,OK
Diffusion2D-PT-D40N010,itstools,1600,12324,24648,118,212,0,1,10725,919,1061,01,OK
Diffusion2D-PT-D40N050,itstools,1600,12324,24648,159,211,0,1,10725,987,1068,01,OK
Diffusion2D-PT-D40N100,itstools,1600,12324,24648,133,288,0,1,10725,1040,1075,01,OK
Diffusion2D-PT-D40N150,itstools,1600,12324,24648,129,197,0,1,10725,893,1052,01,OK
Diffusion2D-PT-D50N010,itstools,2500,19404,38808,137,380,0,1,16905,1309,1090,01,OK
Diffusion2D-PT-D50N050,itstools,2500,19404,38808,136,335,0,1,16905,1193,1078,01,OK
Diffusion2D-PT-D50N100,itstools,2500,19404,38808,130,340,0,1,16905,1220,1080,01,OK
Diffusion2D-PT-D50N150,itstools,2500,19404,38808,159,343,0,1,16905,1263,1089,01,OK
DiscoveryGPU-PT-06a,itstools,63,85,273,6,7,0,2,18,136,71,00,OK
DiscoveryGPU-PT-06b,itstools,184,194,503,7,7,0,8,18,142,72,00,OK
DiscoveryGPU-PT-07a,itstools,73,99,318,6,5,0,2,21,143,69,00,OK
DiscoveryGPU-PT-07b,itstools,212,224,582,7,9,0,9,21,345,94,00,OK
DiscoveryGPU-PT-08a,itstools,83,113,363,5,5,0,2,24,528,1007,01,OK
DiscoveryGPU-PT-08b,itstools,240,254,661,8,9,0,10,24,288,88,00,OK
DiscoveryGPU-PT-09a,itstools,93,127,408,6,5,0,2,27,269,81,00,OK
DiscoveryGPU-PT-09b,itstools,268,284,740,9,10,0,11,27,289,93,00,OK
DiscoveryGPU-PT-10a,itstools,103,141,453,5,7,0,2,30,259,79,00,OK
DiscoveryGPU-PT-10b,itstools,296,314,819,9,7,0,12,30,202,75,00,OK
DiscoveryGPU-PT-11a,itstools,113,155,498,5,5,0,2,33,382,92,00,OK
DiscoveryGPU-PT-11b,itstools,324,344,898,9,7,0,13,33,380,91,00,OK
DiscoveryGPU-PT-12a,itstools,123,169,543,7,6,0,2,36,353,93,00,OK
DiscoveryGPU-PT-12b,itstools,352,374,977,10,8,0,14,36,364,90,00,OK
DiscoveryGPU-PT-13a,itstools,133,183,588,7,6,0,2,39,587,1015,01,OK
DiscoveryGPU-PT-13b,itstools,380,404,1056,13,11,0,15,39,179,76,00,OK
DiscoveryGPU-PT-14a,itstools,143,197,633,6,7,0,2,42,150,74,00,OK
DiscoveryGPU-PT-14b,itstools,408,434,1135,13,9,0,16,42,207,76,00,OK
DiscoveryGPU-PT-15a,itstools,153,211,678,6,7,0,2,45,172,75,00,OK
DiscoveryGPU-PT-15b,itstools,436,464,1214,13,11,0,17,45,200,78,00,OK
DLCflexbar-PT-2a,itstools,353,2169,8205,8,6,0,196,109,223,80,00,OK
DLCflexbar-PT-2b,itstools,4456,6272,16411,46,53,0,196,2012,577,1022,01,OK
DLCflexbar-PT-3a,itstools,581,3891,14956,12,7,0,355,156,288,85,00,OK
DLCflexbar-PT-3b,itstools,7245,10555,28284,63,111,0,355,3665,982,1065,01,OK
DLCflexbar-PT-4a,itstools,927,6615,25705,11,7,0,608,219,363,98,00,OK
DLCflexbar-PT-4b,itstools,11440,17128,46731,99,137,0,608,6296,1431,2001,02,OK
DLCflexbar-PT-5a,itstools,1415,10593,41484,14,10,0,979,298,442,1008,01,OK
DLCflexbar-PT-5b,itstools,17305,26483,73264,133,168,0,979,10157,3019,3062,03,OK
DLCflexbar-PT-6a,itstools,2069,16077,63325,21,14,0,1492,393,599,1017,01,OK
DLCflexbar-PT-6b,itstools,25104,39112,109395,198,303,0,1492,15500,4323,4094,04,OK
DLCflexbar-PT-7a,itstools,2913,23319,92260,24,12,0,2171,504,655,1022,01,OK
DLCflexbar-PT-7b,itstools,35101,55507,156636,259,434,0,2171,22577,8661,9038,09,OK
DLCflexbar-PT-8a,itstools,3971,32571,129321,22,21,0,3040,631,937,1058,01,OK
DLCflexbar-PT-8b,itstools,47560,76160,216499,415,755,0,3040,31640,15480,16013,16,OK
DLCround-PT-03a,itstools,113,617,2269,8,7,0,52,45,191,78,00,OK
DLCround-PT-03b,itstools,1383,1887,4809,18,21,0,52,556,293,89,00,OK
DLCround-PT-04a,itstools,139,823,3074,6,8,0,69,52,179,78,00,OK
DLCround-PT-04b,itstools,1680,2364,6156,30,25,0,69,753,381,1000,01,OK
DLCround-PT-05a,itstools,167,1055,3985,6,6,0,88,59,207,85,00,OK
DLCround-PT-05b,itstools,1999,2887,7649,37,49,0,88,976,462,1008,01,OK
DLCround-PT-06a,itstools,197,1313,5002,7,9,0,109,66,216,86,00,OK
DLCround-PT-06b,itstools,2340,3456,9288,43,34,0,109,1225,471,1010,01,OK
DLCround-PT-07a,itstools,229,1597,6125,6,8,0,132,73,198,75,00,OK
DLCround-PT-07b,itstools,2703,4071,11073,33,66,0,132,1500,484,1007,01,OK
DLCround-PT-08a,itstools,263,1907,7354,11,7,0,157,80,261,84,00,OK
DLCround-PT-08b,itstools,3088,4732,13004,34,48,0,157,1801,460,1007,01,OK
DLCround-PT-09a,itstools,299,2243,8689,11,9,0,184,87,287,89,00,OK
DLCround-PT-09b,itstools,3495,5439,15081,49,56,0,184,2128,578,1020,01,OK
DLCround-PT-10a,itstools,337,2605,10130,11,7,0,213,94,291,93,00,OK
DLCround-PT-10b,itstools,3924,6192,17304,46,55,0,213,2481,605,1019,01,OK
DLCround-PT-11a,itstools,377,2993,11677,10,11,0,244,101,262,87,00,OK
DLCround-PT-11b,itstools,4375,6991,19673,43,55,0,244,2860,781,1039,01,OK
DLCround-PT-12a,itstools,419,3407,13330,12,7,0,277,108,285,90,00,OK
DLCround-PT-12b,itstools,4848,7836,22188,50,81,0,277,3265,899,1051,01,OK
DLCround-PT-13a,itstools,463,3847,15089,9,7,0,312,115,293,88,00,OK
DLCround-PT-13b,itstools,5343,8727,24849,51,106,0,312,3696,971,1056,01,OK
DLCshifumi-PT-2a,itstools,188,888,3166,10,6,0,79,75,193,79,00,OK
DLCshifumi-PT-2b,itstools,2483,3183,7756,28,36,0,79,779,363,98,00,OK
DLCshifumi-PT-3a,itstools,544,3097,11545,13,7,0,282,178,259,86,00,OK
DLCshifumi-PT-3b,itstools,7058,9611,24573,88,134,0,282,2835,981,1061,01,OK
DLCshifumi-PT-4a,itstools,1178,7504,28610,14,16,0,691,329,488,1010,01,OK
DLCshifumi-PT-4b,itstools,15015,21341,56284,113,183,0,691,7017,2120,2073,02,OK
DLCshifumi-PT-5a,itstools,2162,14865,57457,18,16,0,1378,528,642,1024,01,OK
DLCshifumi-PT-5b,itstools,27146,39849,107425,178,401,0,1378,14081,4717,5038,05,OK
DLCshifumi-PT-6a,itstools,3568,25936,101182,32,20,0,2415,775,755,1041,01,OK
DLCshifumi-PT-6b,itstools,44243,66611,182532,339,786,0,2415,24783,11002,11067,11,OK
DNAwalker-PT-01track12Block1,itstools,13,82,241,5,7,0,0,68,135,70,00,OK
DNAwalker-PT-02track12Block2,itstools,14,84,244,6,6,0,0,69,126,69,00,OK
DNAwalker-PT-03track12BlockBoth,itstools,14,84,244,5,9,0,0,69,127,76,00,OK
DNAwalker-PT-04track28LL,itstools,34,250,728,6,11,0,0,213,158,74,00,OK
DNAwalker-PT-05track28LR,itstools,34,250,728,8,8,0,0,213,163,78,00,OK
DNAwalker-PT-06track28RL,itstools,34,250,728,8,10,0,0,213,197,81,00,OK
DNAwalker-PT-07track28RR,itstools,34,250,728,7,7,0,0,213,147,72,00,OK
DNAwalker-PT-08ringLL,itstools,27,260,760,9,8,0,0,232,229,79,00,OK
DNAwalker-PT-09ringLR,itstools,27,260,760,9,10,0,0,232,174,77,00,OK
DNAwalker-PT-10ringRL,itstools,27,260,760,7,8,0,0,232,152,75,00,OK
DNAwalker-PT-11ringRR,itstools,27,260,760,7,11,0,0,232,394,98,00,OK
DNAwalker-PT-12ringLLLarge,itstools,33,312,916,8,11,0,0,278,223,87,00,OK
DNAwalker-PT-13ringRLLarge,itstools,33,312,916,7,11,0,0,278,319,91,00,OK
DNAwalker-PT-14ringLRLarge,itstools,33,312,916,7,8,0,0,278,1003,1068,01,OK
DNAwalker-PT-15ringRRLarge,itstools,33,312,916,9,11,0,0,278,205,82,00,OK
DNAwalker-PT-16redondantChoiceR,itstools,43,490,1438,11,10,0,0,446,219,76,00,OK
DNAwalker-PT-17redondantChoiceL,itstools,43,490,1438,12,12,0,0,446,217,78,00,OK
DNAwalker-PT-18lozangeBlock,itstools,164,3697,10898,24,43,0,0,3533,378,96,00,OK
DoubleExponent-PT-001,itstools,57,48,135,7,5,0,9,0,1052,2013,02,OK
DoubleExponent-PT-002,itstools,110,98,276,8,6,0,14,2,142,68,00,OK
DoubleExponent-PT-003,itstools,163,148,417,11,7,0,19,4,156,72,00,OK
DoubleExponent-PT-004,itstools,216,198,558,13,9,0,24,6,191,77,00,OK
DoubleExponent-PT-010,itstools,534,498,1404,46,15,0,54,18,269,86,00,OK
DoubleExponent-PT-020,itstools,1064,998,2814,102,35,0,0,38,441,1004,01,OK
DoubleExponent-PT-100,itstools,5304,4998,14094,202,73,0,0,0,1181,1077,01,OK
DoubleExponent-PT-200,itstools,10604,9998,28194,207,112,0,0,0,2782,3037,03,OK
DoubleLock-PT-p1s1,itstools,64,204,828,7,11,8,4,96,154,74,00,OK
DoubleLock-PT-p1s2,itstools,570,7600,30784,53,148,132,4,4569,653,1026,01,OK
DoubleLock-PT-p1s3,itstools,570,7568,30656,49,167,132,4,4537,676,1023,01,OK
DoubleLock-PT-p2s1,itstools,64,212,860,7,7,8,4,100,168,71,00,OK
DoubleLock-PT-p2s2,itstools,184,1832,7424,18,50,36,4,1081,344,92,00,OK
DoubleLock-PT-p3s1,itstools,46,80,324,5,6,6,4,25,672,1019,01,OK
DoubleLock-PT-p3s2,itstools,112,744,3008,13,23,20,4,427,244,81,00,OK
DoubleLock-PT-p3s3,itstools,306,3136,12672,24,76,68,4,1887,416,1005,01,OK
DrinkVendingMachine-COL-02,itstools,12,10,34,5,4,0,6,4,382,95,00,OK
DrinkVendingMachine-COL-10,itstools,12,10,34,4,4,0,6,4,392,96,00,OK
DrinkVendingMachine-COL-16,itstools,12,10,34,4,4,0,6,4,385,96,00,OK
DrinkVendingMachine-COL-24,itstools,12,10,34,4,5,0,6,4,386,97,00,OK
DrinkVendingMachine-COL-48,itstools,12,10,34,4,5,0,6,4,412,99,00,OK
DrinkVendingMachine-COL-76,itstools,12,10,34,5,5,0,6,4,416,1001,01,OK
DrinkVendingMachine-COL-98,itstools,12,10,34,4,4,0,6,4,411,1000,01,OK
DrinkVendingMachine-PT-02,itstools,24,72,440,5,7,0,12,40,131,71,00,OK
DrinkVendingMachine-PT-10,itstools,120,111160,1026520,108,190,0,60,28600,3062,3067,03,OK
Echo-PT-d02r09,itstools,735,570,3220,27,11,0,369,204,500,1009,01,OK
Echo-PT-d02r11,itstools,1119,874,4996,66,34,0,561,316,295,90,00,OK
Echo-PT-d02r15,itstools,2127,1674,9700,183,44,0,1065,612,542,1010,01,OK
Echo-PT-d02r19,itstools,3455,2730,15940,228,52,0,1729,1004,701,1028,01,OK
Echo-PT-d03r03,itstools,265,206,1252,12,9,0,135,76,167,75,00,OK
Echo-PT-d03r05,itstools,1445,1190,8260,101,26,0,725,470,1212,2000,02,OK
Echo-PT-d03r07,itstools,4209,3518,25540,223,49,0,2107,1416,743,1033,01,OK
Echo-PT-d04r03,itstools,1019,850,6340,87,23,0,513,344,330,91,00,OK
Echo-PT-d05r03,itstools,3717,3222,28404,216,67,0,1863,1368,642,1018,01,OK
EGFr-PT-02010,itstools,40,68,338,5,6,0,20,19,128,72,00,OK
EGFr-PT-10420,itstools,208,378,3198,6,7,21,55,51,201,79,00,OK
EGFr-PT-10421,itstools,208,378,3198,7,5,21,55,51,179,75,00,OK
Election2020-PT-none,itstools,53,102,204,6,10,0,1,50,131,70,00,OK
EnergyBus-PT-none,itstools,157,4430,63389,17,38,4,23,517,513,1009,01,OK
Eratosthenes-PT-010,itstools,9,8,24,4,4,4,0,0,115,67,00,OK
Eratosthenes-PT-020,itstools,19,27,81,4,4,8,0,0,292,84,00,OK
Eratosthenes-PT-050,itstools,49,108,324,4,4,15,0,0,144,69,00,OK
Eratosthenes-PT-100,itstools,99,283,849,9,11,25,0,0,384,96,00,OK
Eratosthenes-PT-200,itstools,199,699,2097,6,5,46,0,0,201,76,00,OK
Eratosthenes-PT-500,itstools,499,2191,6573,7,7,95,0,0,292,91,00,OK
ERK-PT-000001,itstools,11,11,34,5,6,0,5,5,128,72,00,OK
ERK-PT-000010,itstools,11,11,34,5,4,0,5,5,673,1036,01,OK
ERK-PT-000100,itstools,11,11,34,4,4,0,5,5,109,67,00,OK
ERK-PT-001000,itstools,11,11,34,4,4,0,5,5,108,69,00,OK
ERK-PT-010000,itstools,11,11,34,5,4,0,5,5,109,67,00,OK
ERK-PT-100000,itstools,11,11,34,4,4,0,5,5,114,69,00,OK
FamilyReunion-COL-L00010M0001C001P001G001,itstools,1379,1069,3062,52,27,19,331,40,590,1018,01,OK
FamilyReunion-COL-L00020M0002C001P001G001,itstools,3095,2438,6997,207,32,30,747,120,805,1039,01,OK
FamilyReunion-COL-L00050M0005C002P002G001,itstools,11467,9336,26832,440,82,64,2767,700,1282,1091,01,OK
FamilyReunion-COL-L00100M0010C005P005G002,itstools,37039,31114,89397,5998,432,122,8803,3000,7496,8012,08,OK
FamilyReunion-COL-L00200M0020C010P010G005,itstools,128969,110159,316597,85849,2105,237,30573,12000,89811,90049,30,OK
FamilyReunion-COL-L00400M0040C020P020G001,itstools,477829,412249,1184997,-1,-1,467,0,0,120000,-1,-1,TO
FamilyReunion-COL-L00800M0080C040P040G020,itstools,1835549,1592429,4577797,-1,-1,927,0,0,120000,-1,-1,TO
FamilyReunion-COL-L01200M0120C060P060G030,itstools,4073269,3540609,10178597,-1,-1,1387,0,0,120000,-1,-1,TO
FamilyReunion-COL-L03000M0300G150P150G075,itstools,25033009,21811419,62706197,-1,-1,0,0,0,120000,-1,-1,TO
FamilyReunion-COL-L05000M0500C250P250G125,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
FamilyReunion-COL-L08000M0800C400P400G200,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
FamilyReunion-COL-L12000M1200C600P600G300,itstools,-1,-1,-1,-1,-1,0,0,0,120000,-1,-1,TO
FamilyReunion-PT-L00010M0001C001P001G001,itstools,1475,1234,3799,58,31,10,332,101,306,88,00,OK
FamilyReunion-PT-L00020M0002C001P001G001,itstools,3271,2753,8446,290,37,11,748,241,636,1020,01,OK
FamilyReunion-PT-L00050M0005C002P002G001,itstools,12194,10560,32238,390,111,17,2768,1151,1076,1066,01,OK
FamilyReunion-PT-L00100M0010C005P005G002,itstools,40605,36871,112728,6287,667,31,8805,5102,8077,8068,08,OK
FamilyReunion-PT-L00200M0020C010P010G005,itstools,143908,134279,411469,100292,5311,56,30578,21005,108377,109003,49,OK
FamilyReunion-PT-L00400M0040C020P020G001,itstools,537708,508489,1558729,-1,-1,106,0,0,120000,-1,-1,TO
FlexibleBarrier-PT-04a,itstools,51,88,309,6,6,0,6,29,129,73,00,OK
FlexibleBarrier-PT-04b,itstools,268,305,743,12,10,0,6,43,162,75,00,OK
FlexibleBarrier-PT-06a,itstools,75,154,599,6,7,0,8,55,148,76,00,OK
FlexibleBarrier-PT-06b,itstools,542,621,1533,17,15,0,8,87,218,81,00,OK
FlexibleBarrier-PT-08a,itstools,99,236,985,7,9,0,10,89,161,78,00,OK
FlexibleBarrier-PT-08b,itstools,920,1057,2627,18,16,0,10,147,225,82,00,OK
FlexibleBarrier-PT-10a,itstools,123,334,1467,9,10,0,12,131,175,77,00,OK
FlexibleBarrier-PT-10b,itstools,1402,1613,4025,36,19,0,12,223,300,93,00,OK
FlexibleBarrier-PT-12a,itstools,147,448,2045,9,9,0,14,181,193,79,00,OK
FlexibleBarrier-PT-12b,itstools,1988,2289,5727,41,38,0,14,315,364,1003,01,OK
FlexibleBarrier-PT-14a,itstools,171,578,2719,9,9,0,16,239,216,83,00,OK
FlexibleBarrier-PT-14b,itstools,2678,3085,7733,66,32,0,16,423,360,1001,01,OK
FlexibleBarrier-PT-16a,itstools,195,724,3489,13,11,0,18,305,246,88,00,OK
FlexibleBarrier-PT-16b,itstools,3472,4001,10043,100,49,0,18,547,476,1012,01,OK
FlexibleBarrier-PT-18a,itstools,219,886,4355,11,12,0,20,379,234,84,00,OK
FlexibleBarrier-PT-18b,itstools,4370,5037,12657,111,75,0,20,687,630,1022,01,OK
FlexibleBarrier-PT-20a,itstools,243,1064,5317,11,10,0,22,461,243,86,00,OK
FlexibleBarrier-PT-20b,itstools,5372,6193,15575,175,62,0,22,843,626,1024,01,OK
FlexibleBarrier-PT-22a,itstools,267,1258,6375,15,14,0,24,551,267,90,00,OK
FlexibleBarrier-PT-22b,itstools,6478,7469,18797,225,95,0,24,1015,797,1044,01,OK
FMS-PT-00002,itstools,22,20,50,5,6,0,6,4,118,73,00,OK
FMS-PT-00005,itstools,22,20,50,4,5,0,6,4,115,72,00,OK
FMS-PT-00010,itstools,22,20,50,5,5,0,6,4,110,73,00,OK
FMS-PT-00020,itstools,22,20,50,5,4,0,6,4,113,73,00,OK
FMS-PT-00050,itstools,22,20,50,5,5,0,6,4,114,76,00,OK
FMS-PT-00100,itstools,22,20,50,5,5,0,6,4,113,73,00,OK
FMS-PT-00200,itstools,22,20,50,4,4,0,6,4,113,70,00,OK
FMS-PT-00500,itstools,22,20,50,5,5,0,6,4,120,73,00,OK
FMS-PT-01000,itstools,22,20,50,5,6,0,6,4,118,71,00,OK
FMS-PT-02000,itstools,22,20,50,5,5,0,6,4,112,76,00,OK
FMS-PT-05000,itstools,22,20,50,5,5,0,6,4,115,74,00,OK
FMS-PT-10000,itstools,22,20,50,5,6,0,6,4,140,78,00,OK
FMS-PT-20000,itstools,22,20,50,5,5,0,6,4,118,72,00,OK
FMS-PT-50000,itstools,22,20,50,6,6,0,6,4,114,76,00,OK
FunctionPointer-PT-a002,itstools,40,70,284,6,6,6,4,16,140,73,00,OK
FunctionPointer-PT-a004,itstools,40,70,284,7,6,6,4,16,153,77,00,OK
FunctionPointer-PT-a008,itstools,40,70,284,5,6,6,4,16,147,76,00,OK
FunctionPointer-PT-a016,itstools,40,70,284,7,6,6,4,16,150,77,00,OK
FunctionPointer-PT-a032,itstools,40,70,284,6,8,6,4,16,145,76,00,OK
FunctionPointer-PT-a064,itstools,40,70,284,7,5,6,4,16,123,74,00,OK
FunctionPointer-PT-a128,itstools,40,70,284,5,7,6,4,16,148,72,00,OK
FunctionPointer-PT-b002,itstools,306,840,3392,12,10,84,4,196,216,80,00,OK
FunctionPointer-PT-b004,itstools,306,840,3392,16,17,84,4,196,261,85,00,OK
FunctionPointer-PT-b008,itstools,306,840,3392,15,13,84,4,196,214,84,00,OK
FunctionPointer-PT-b016,itstools,306,840,3392,15,16,84,4,196,234,86,00,OK
FunctionPointer-PT-b032,itstools,306,840,3392,17,16,84,4,196,263,86,00,OK
FunctionPointer-PT-b064,itstools,306,840,3392,16,18,84,4,196,255,87,00,OK
FunctionPointer-PT-b128,itstools,306,840,3392,12,11,84,4,196,211,81,00,OK
FunctionPointer-PT-c002,itstools,2826,8960,36096,102,120,1198,4,1916,725,1036,01,OK
FunctionPointer-PT-c004,itstools,2826,8960,36096,65,136,1198,4,1916,805,1042,01,OK
FunctionPointer-PT-c008,itstools,2826,8960,36096,96,195,1198,4,1916,896,1053,01,OK
FunctionPointer-PT-c016,itstools,2826,8960,36096,100,191,1198,4,1916,940,1058,01,OK
FunctionPointer-PT-c032,itstools,2826,8960,36096,67,181,1198,4,1916,887,1051,01,OK
FunctionPointer-PT-c064,itstools,2826,8960,36096,105,205,1198,4,1916,976,1060,01,OK
FunctionPointer-PT-c128,itstools,2826,8960,36096,90,233,1198,4,1916,845,1048,01,OK
GlobalResAllocation-COL-03,itstools,13,21,87,5,6,0,7,15,399,98,00,OK
GlobalResAllocation-COL-05,itstools,21,35,145,6,5,0,11,25,392,1002,01,OK
GlobalResAllocation-COL-06,itstools,25,42,174,5,8,0,13,30,392,97,00,OK
GlobalResAllocation-COL-07,itstools,29,49,203,6,5,0,15,35,404,1004,01,OK
GlobalResAllocation-COL-09,itstools,37,63,261,6,8,0,19,45,408,1003,01,OK
GlobalResAllocation-COL-10,itstools,41,70,290,7,6,0,21,50,399,98,00,OK
GlobalResAllocation-COL-11,itstools,45,77,319,6,5,0,23,55,407,1000,01,OK
GlobalResAllocation-PT-03,itstools,33,4791,38652,17,29,0,12,690,475,1009,01,OK
GlobalResAllocation-PT-05,itstools,75,56105,492760,121,193,0,20,5275,1823,2046,02,OK
GPPP-PT-C0001N0000000001,itstools,33,22,83,6,4,0,13,2,115,73,00,OK
GPPP-PT-C0001N0000000010,itstools,33,22,83,6,5,0,13,2,125,75,00,OK
GPPP-PT-C0001N0000000100,itstools,33,22,83,6,5,0,13,2,115,73,00,OK
GPPP-PT-C0001N0000001000,itstools,33,22,83,6,5,0,13,2,114,71,00,OK
GPPP-PT-C0001N0000010000,itstools,33,22,83,6,5,0,13,2,120,71,00,OK
GPPP-PT-C0001N0000100000,itstools,33,22,83,7,6,0,13,2,127,69,00,OK
GPPP-PT-C0010N0000000010,itstools,33,22,83,6,5,0,12,1,113,70,00,OK
GPPP-PT-C0010N0000000100,itstools,33,22,83,5,4,0,12,1,108,64,00,OK
GPPP-PT-C0010N1000000000,itstools,-1,-1,-1,-1,-1,0,0,0,84,63,00,OK
GPPP-PT-C0100N0000000010,itstools,33,22,83,6,5,0,12,1,114,67,00,OK
